label,policy,request_rate_rps,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
fcfs,fcfs,3.0,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,416.3516856707882,3.2223126763328764,5.302933260334612,5.532162862666155,0.008751224769834412,0.008893729900281068,0.008959076352945048,4.717744940666307,7.199848033000308,8.37456368333369,3.196460727333033,5.277295193334794,5.506779845665733,5.543454234333694,0.6277777777777778,0.14102564102564102,1.0,0.858974358974359,0.6382755842062852
static-priority,static_priority,3.0,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,413.49952706827224,1.2507053019999148,5.936312553334574,7.37810696566703,0.008648225125008529,0.008822854890842766,0.008868911755831335,3.139721303999977,8.734119109667517,9.975248050333903,1.2260180440007389,5.9110736363345495,7.353151249666553,7.5131566140007635,0.9666666666666667,0.9230769230769231,1.0,0.07692307692307687,0.998402555910543
slo-aware,slo_aware,3.0,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,448.2746942952816,2.367956939333453,3.946371421667209,4.246439391999957,0.00770954234579893,0.008582379372562761,0.008829974062499397,3.759616675999496,6.136448300332631,6.86681537199911,2.344298912334125,3.924235430666158,4.224150861999078,4.39359409766621,0.8055555555555556,0.5512820512820513,1.0,0.4487179487179487,0.9227908735661162
