label,policy,request_rate_rps,random_seed,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
fcfs-chunked,fcfs,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,446.3952224104498,2.436647698330489,4.058556672331179,4.373894562002533,0.008093422567568976,0.008344016440003708,0.008446858518808787,3.9980473423311196,6.046286965669424,7.654569124002592,2.4158041893315385,4.035469131329592,4.3505474560006405,4.519182910335076,0.6166666666666667,0.11538461538461539,1.0,0.8846153846153846,0.6138686131386861
slo-chunked,slo_aware,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,459.2821276264082,1.3046748693304835,4.478619339664874,4.989339563999238,0.007529575588277486,0.00873608758771744,0.008780310514471173,3.0830087956674106,6.311940322997543,7.084212229998229,1.2827997153326578,4.453571137666586,4.963862750999397,4.994355174665543,0.9,0.7692307692307693,1.0,0.23076923076923073,0.983271375464684
