label,policy,request_rate_rps,random_seed,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,aging_levels,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
fcfs,fcfs,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,1,180,180,0,0,0,0,470.0285137167565,2.662125859700609,4.365309653789154,4.889307725767139,0.007582701705149912,0.008268549802452958,0.008500758585308554,3.9182452975583146,6.191953161644051,8.0581480893743,2.639558580609446,4.344334470195463,4.8691308687702985,5.206043538375525,0.6277777777777778,0.14102564102564102,1.0,0.858974358974359,0.6382755842062852
static-priority,static_priority,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,1,180,180,0,0,0,0,424.3168488093198,1.9157142088006367,5.925677413782978,6.457172854941746,0.008282285385731874,0.008429906473649777,0.00853340578070952,3.037103864509845,8.492867942193698,9.713093092374038,1.8919198047951795,5.90187016078562,6.433075665947399,6.6123176343753585,0.9388888888888889,0.8589743589743589,1.0,0.14102564102564108,0.9942778776127873
slo-aware,slo_aware,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,1,180,180,0,0,0,0,415.0945090910491,3.8119660872253007,6.101168299675919,6.841571225377265,0.00853178043126165,0.009635974720514688,0.009967570661769166,5.712216069739952,8.197415849783283,8.963730146788293,3.785937372231274,6.076135336676089,6.816306297376286,6.882552173905424,0.6888888888888889,0.28205128205128205,1.0,0.717948717948718,0.761266747868453
