label,policy,request_rate_rps,random_seed,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
fcfs-mns8,fcfs,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,458.53791956176013,2.0166459733300144,3.738869094664551,4.159270177664439,0.007849518551246057,0.00809495630548756,0.0081398376987855,3.436380928669678,5.672003342333483,7.0596593560003384,1.9935227283312997,3.7160708406663616,4.135425130665681,4.242135341664834,0.6611111111111111,0.21794871794871795,1.0,0.782051282051282,0.7080652753805117
slo-mns8,slo_aware,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,438.4989100476393,3.065152888331795,4.614484516667289,4.946628042998782,0.008196943757033757,0.008304461732287442,0.008344432320745051,4.622592093001003,6.470204006669519,7.713836711001932,3.0413834513346956,4.590365944666701,4.922743113998877,5.072215343669086,0.7833333333333333,0.5,1.0,0.5,0.9
