label,policy,request_rate_rps,random_seed,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,length_source,length_estimator_path,clip_enabled,clip_max_tokens,clip_source,clip_estimator_path,length_model,prompt_kinds,prompt_kind_fractions,log_mu_by_kind,log_sigma,advertised_cap_tokens,clamp_min,clamp_max,force_exact_output_tokens,aging_levels,adaptive_ceiling,ceiling_margin,ceiling_floor_s,ceiling_cap_s,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,queue_wait_mean_s,longest_queue_wait_s,clip_applied_count,clip_applied_rate,realized_truncation_count,realized_truncation_rate,mean_cap_reduction_tokens,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
probe,fcfs,2.0,20250825,0.5,4,30.0,1.0,1.0,1.0,False,true,,False,2048,advertised,,realistic,"[""short"", ""medium"", ""long""]","[0.5, 0.35, 0.15]","[6.2, 7.0, 7.8]",0.7,2048,8,2048,True,1,False,1.5,1.0,15.0,14,14,0,0,0,0,203.3868056946787,13.08698776457095,37.317889802383434,37.317889802383434,0.014373981600717376,0.01443629203576763,0.01443629203576763,33.997001113166334,63.48176978841002,63.48176978841002,13.046214735571994,37.27652515338559,37.27652515338559,18.553392488765375,37.27652515338559,0,0.0,0,0.0,,0.2857142857142857,0.1111111111111111,0.6,0.4888888888888889,0.6790450928381961
