label,policy,request_rate_rps,random_seed,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,aging_levels,adaptive_ceiling,ceiling_margin,ceiling_floor_s,ceiling_cap_s,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
squeeze,fcfs,10.0,20250825,0.1,16,30.0,1.0,1.0,1.0,False,1,False,1.5,1.0,15.0,120,120,0,0,0,0,1657.6741042703118,2.2347983639715494,5.081621252647437,5.476275138314122,0.008647692346941,0.008967578737052876,0.009025788391812306,4.381214686534804,8.212018102865386,8.9143938760526,2.2101935199716536,5.055957576647415,5.450549855313966,5.561442308501682,0.9166666666666666,0.3333333333333333,1.0,0.6666666666666667,0.7999999999999999
