label,policy,request_rate_rps,random_seed,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
fcfs-mns16,fcfs,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,454.9579729368494,2.413932047998969,3.902853835668793,4.322349899332039,0.008008642909640385,0.008112406509964391,0.008156027826822416,3.850699499667826,5.8333186189993285,6.561551927330584,2.3905315659976623,3.879570290668198,4.299555147332285,4.399573986665928,0.65,0.19230769230769232,1.0,0.8076923076923077,0.6854493580599144
slo-mns16,slo_aware,3.0,20250825,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,455.5826841999715,2.155407906000619,4.044671535331872,4.2682338086706295,0.008055628774848972,0.008325242162667213,0.008415458450695619,3.817201453668531,6.22957574933389,7.249908192003204,2.1318329660025483,4.022257000000536,4.244442324670672,4.325307827668439,0.8055555555555556,0.5512820512820513,1.0,0.4487179487179487,0.9227908735661162
