label,policy,request_rate_rps,interactive_fraction,max_in_flight,aging_threshold_s,cost_weight,slack_weight,waiting_weight,disable_length_estimate,request_count,success_count,error_count,timeout_count,cancelled_count,rejected_count,token_throughput_per_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,tpot_p50_s,tpot_p95_s,tpot_p99_s,end_to_end_p50_s,end_to_end_p95_s,end_to_end_p99_s,queue_wait_p50_s,queue_wait_p95_s,queue_wait_p99_s,longest_queue_wait_s,slo_overall_rate,slo_interactive_rate,slo_batch_rate,slo_attainment_gap,jain_fairness_index
fcfs-interactive-0.2,fcfs,2.0,0.2,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,384.2999194079542,1.6975907309997638,5.7135444579998875,6.7384573119998095,0.009350212457014,0.009852093762713024,0.009933041700640584,4.207143827000436,8.541374016999725,9.712358617000064,1.6653175049996207,5.6853458010000395,6.712369726999896,7.195106756999849,0.9055555555555556,0.48484848484848486,1.0,0.5151515151515151,0.8925650557620817
static-priority-interactive-0.2,static_priority,2.0,0.2,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,417.2646746759852,0.4577672880004684,2.8266848200000823,3.720573161000175,0.007976976852112683,0.009013612943406015,0.00932401812380617,2.8942115670006388,5.491431180000291,6.339240590999907,0.43488948899994284,2.8014273999997386,3.6949523840003167,3.7673347440004363,1.0,1.0,1.0,0.0,1.0
fcfs-interactive-0.5,fcfs,2.0,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,349.2946652772384,0.02866337600062252,0.7323303069997564,1.2623499359997368,0.009048400568627032,0.009483146296090594,0.009749166409636084,1.8080522929994913,3.6996300060000067,4.5572568440002215,0.0010532510004850337,0.7065988679996735,1.2395655579994127,1.323014117000639,1.0,1.0,1.0,0.0,1.0
static-priority-interactive-0.5,static_priority,2.0,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,351.0007107528643,0.14398273200004041,1.9157229010006631,3.0654542660004154,0.009506639165354457,0.009950267699702005,0.010067004313735679,2.0167694239999037,4.522203864000403,6.309380057999988,0.11928182500014373,1.8878634510001575,3.0370632920003118,3.088298866000514,0.9888888888888889,0.9743589743589743,1.0,0.02564102564102566,0.999831365935919
fcfs-interactive-0.8,fcfs,2.0,0.8,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,279.5909444280093,0.025305432000095607,0.036418011999558075,0.3394228210008805,0.008703429584508907,0.009628964605254671,0.010048551277111939,0.8395890390002023,3.355427869999403,4.29523324999991,0.0006968419993427233,0.00938145899999654,0.31610073400042893,0.355441941999743,1.0,1.0,1.0,0.0,1.0
static-priority-interactive-0.8,static_priority,2.0,0.8,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,279.64525057156334,0.026549682000222674,0.14488569400054985,0.44110246200034453,0.009144350180719471,0.009571478315640954,0.009844433035709699,0.9502166610000131,3.45433323799989,4.303644573000383,0.0006915070007380564,0.1192204920007498,0.41292283600068913,0.4348924050000278,1.0,1.0,1.0,0.0,1.0
slo-aware-interactive-0.2,slo_aware,2.0,0.2,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,415.9918289280321,0.6962822149998829,3.12732631200015,3.476791217999562,0.0086481178648617,0.008758474960787306,0.00879385715093379,3.109037016000002,5.58491487199899,6.369425353001134,0.6739941150008235,3.1027724010000384,3.4544370399999025,3.637582752000526,0.9944444444444445,0.9696969696969697,1.0,0.030303030303030276,0.9997633696166587
slo-aware-interactive-0.5,slo_aware,2.0,0.5,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,346.93542851665956,0.0260669510007574,0.534687078999923,1.297589144000085,0.00813186668602971,0.008801939679235045,0.008952868740739233,1.4273977760003618,3.2037245360006636,3.7990781320004317,0.0006260249992919853,0.5094295439994312,1.2722964759996103,1.433241127000656,1.0,1.0,1.0,0.0,1.0
slo-aware-interactive-0.8,slo_aware,2.0,0.8,4,3.0,1.0,1.0,1.0,False,180,180,0,0,0,0,279.809349759825,0.023885089000032167,0.03018988899930264,0.31695660299919837,0.008007904947366466,0.008713414691181457,0.008812184454544684,0.8009927940001944,3.1803548759999103,4.014082822999626,0.0006807310001022415,0.0012154209998698207,0.2914716020004562,0.3010069680003653,1.0,1.0,1.0,0.0,1.0
